drug1_name,drug2_name,smiles1,smiles2,interaction_type,severity
Elbasvir,Cyclosporine,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC4=C(C=C3)N5C(OC6=C(C5=C4)C=CC(=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C(C)C)NC(=O)OC)C9=CC=CC=C9)NC(=O)OC,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,The metabolism of Cyclosporine can be decreased when combined with Elbasvir.,moderate
Practolol,Etoricoxib,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,Practolol may decrease the antihypertensive activities of Etoricoxib.,mild
Arotinolol,Clonixin,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,Arotinolol may decrease the antihypertensive activities of Clonixin.,mild
Nadolol,Benzydamine,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,Nadolol may decrease the antihypertensive activities of Benzydamine.,mild
Chlorpromazine,Dabigatran etexilate,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4,The serum concentration of the active metabolites of Dabigatran etexilate can be,dangerous
Verapamil,Dantrolene,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],Verapamil may increase the hyperkalemic activities of Dantrolene.,dangerous
Fesoterodine,Diamorphine,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,CC(=O)OC1C=CC2C3CC4=C5C2(C1OC5=C(C=C4)OC(=O)C)CCN3C,The risk or severity of adverse effects can be increased when Fesoterodine is co,dangerous
Yohimbine,Ethyl loflazepate,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F,The therapeutic efficacy of Ethyl loflazepate can be decreased when used in comb,mild
Bepridil,Dosulepin,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31,The metabolism of Dosulepin can be decreased when combined with Bepridil.,moderate
Troleandomycin,Delavirdine,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,The metabolism of Delavirdine can be decreased when combined with Troleandomycin,moderate
Rifapentine,Tolvaptan,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)C,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,The serum concentration of Tolvaptan can be decreased when it is combined with R,moderate
Lovastatin,Levofloxacin,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,The serum concentration of Levofloxacin can be increased when it is combined wit,dangerous
Dextroamphetamine,Flunarizine,CC(CC1=CC=CC=C1)N,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,Dextroamphetamine may decrease the sedative activities of Flunarizine.,mild
Fludiazepam,Ezogabine,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,The risk or severity of adverse effects can be increased when Fludiazepam is com,dangerous
Xylometazoline,Josamycin,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,The metabolism of Josamycin can be decreased when combined with Xylometazoline.,moderate
Clozapine,Linagliptin,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,The therapeutic efficacy of Linagliptin can be decreased when used in combinatio,mild
Gefitinib,Clarithromycin,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,The metabolism of Clarithromycin can be decreased when combined with Gefitinib.,moderate
Flurazepam,Flibanserin,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F,The risk or severity of adverse effects can be increased when Flurazepam is comb,dangerous
Tolazamide,Furazolidone,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],Tolazamide may increase the hypoglycemic activities of Furazolidone.,dangerous
Minaprine,Varenicline,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,C1C2CNCC1C3=CC4=NC=CN=C4C=C23,The risk or severity of adverse effects can be increased when Minaprine is combi,dangerous
Codeine,Sildenafil,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,The metabolism of Sildenafil can be decreased when combined with Codeine.,moderate
Trimipramine,Netupitant,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,CC1=CC=CC=C1C2=CC(=NC=C2N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C,The serum concentration of Netupitant can be increased when it is combined with ,dangerous
Etofenamate,Hydrochlorothiazide,C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,The therapeutic efficacy of Hydrochlorothiazide can be decreased when used in co,mild
Cilazapril,Levodopa,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCCN3CCCC(N3C2=O)C(=O)O,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,Cilazapril may increase the orthostatic hypotensive activities of Levodopa.,dangerous
Phentermine,Chlorprothixene,CC(C)(CC1=CC=CC=C1)N,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Phentermine may decrease the stimulatory activities of Chlorprothixene.,mild
Deserpidine,Methylphenidate,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,Deserpidine may decrease the antihypertensive activities of Methylphenidate.,mild
Metamfetamine,Atomoxetine,CC(CC1=CC=CC=C1)NC,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,Metamfetamine may increase the hypertensive activities of Atomoxetine.,dangerous
Riluzole,Citalopram,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,The metabolism of Citalopram can be decreased when combined with Riluzole.,moderate
Estazolam,Lithium cation,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,[Li+],The risk or severity of adverse effects can be increased when Estazolam is combi,dangerous
Mycophenolate mofetil,Dasatinib,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,The serum concentration of Dasatinib can be increased when it is combined with M,dangerous
Isoflurophate,Clarithromycin,CC(C)OP(=O)(OC(C)C)F,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,The therapeutic efficacy of Clarithromycin can be decreased when used in combina,mild
Azelastine,Etoricoxib,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,The risk or severity of adverse effects can be increased when Azelastine is comb,dangerous
Mexiletine,Ivacaftor,CC1=C(C(=CC=C1)C)OCC(C)N,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,The serum concentration of Ivacaftor can be increased when it is combined with M,dangerous
Galantamine,Netupitant,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,CC1=CC=CC=C1C2=CC(=NC=C2N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C,The serum concentration of Netupitant can be increased when it is combined with ,dangerous
Cilostazol,Citalopram,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,The serum concentration of Citalopram can be increased when it is combined with ,dangerous
Propranolol,Idelalisib,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,The metabolism of Idelalisib can be decreased when combined with Propranolol.,moderate
Levomilnacipran,Alfentanil,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,Levomilnacipran may increase the serotonergic activities of Alfentanil.,dangerous
Tiaprofenic acid,Limaprost,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,CCCCC(C)CC(C=CC1C(CC(=O)C1CCCCC=CC(=O)O)O)O,The therapeutic efficacy of Limaprost can be decreased when used in combination ,mild
Galantamine,Cyclopentolate,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,The therapeutic efficacy of Cyclopentolate can be decreased when used in combina,mild
Efavirenz,Tolfenamic acid,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,The serum concentration of Tolfenamic acid can be decreased when it is combined ,moderate
Atenolol,Lumiracoxib,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,Atenolol may decrease the antihypertensive activities of Lumiracoxib.,mild
Sildenafil,Enalapril,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,The serum concentration of Enalapril can be increased when it is combined with S,dangerous
Phenindione,Amoxicillin,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,Phenindione may increase the anticoagulant activities of Amoxicillin.,dangerous
Etravirine,Avanafil,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl,The serum concentration of Avanafil can be decreased when it is combined with Et,moderate
Dronedarone,Diphenhydramine,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,Dronedarone may increase the QTc-prolonging activities of Diphenhydramine.,dangerous
Clonazepam,Darunavir,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,The metabolism of Darunavir can be decreased when combined with Clonazepam.,moderate
Metoprolol,Carprofen,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,Metoprolol may decrease the antihypertensive activities of Carprofen.,mild
Doxazosin,Fenoterol,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,Doxazosin may decrease the vasoconstricting activities of Fenoterol.,mild
Doxorubicin,Imipramine,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,The metabolism of Imipramine can be decreased when combined with Doxorubicin.,moderate
Ropinirole,Eprosartan,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O,The risk or severity of adverse effects can be increased when Ropinirole is comb,dangerous
Bismuth subcitrate potassium,Risedronic acid,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])[O-].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])[O-].[K+].[K+].[K+].[K+].[K+].[Bi+3],C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,The serum concentration of Risedronic acid can be decreased when it is combined ,moderate
Iloprost,Lercanidipine,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,Iloprost may increase the hypotensive activities of Lercanidipine.,dangerous
Vorinostat,Vildagliptin,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N,The therapeutic efficacy of Vildagliptin can be decreased when used in combinati,mild
Nicotine,Dosulepin,CN1CCCC1C2=CN=CC=C2,CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31,The metabolism of Dosulepin can be decreased when combined with Nicotine.,moderate
Calcitriol,Idelalisib,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,The metabolism of Idelalisib can be decreased when combined with Calcitriol.,moderate
Granisetron,Ticlopidine,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,The metabolism of Ticlopidine can be decreased when combined with Granisetron.,moderate
Prasugrel,Sildenafil,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,The metabolism of Sildenafil can be decreased when combined with Prasugrel.,moderate
Tadalafil,Luliconazole,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl,The serum concentration of Luliconazole can be increased when it is combined wit,dangerous
Tavaborole,Didanosine,B1(C2=C(CO1)C=C(C=C2)F)O,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O,Tavaborole can cause a decrease in the absorption of Didanosine resulting in a r,moderate
Lurasidone,Venlafaxine,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,The serum concentration of Venlafaxine can be increased when it is combined with,dangerous
Ibrutinib,Lercanidipine,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,The serum concentration of Lercanidipine can be increased when it is combined wi,dangerous
Zolmitriptan,Trimipramine,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,The risk or severity of adverse effects can be increased when Zolmitriptan is co,dangerous
Chlorthalidone,Chlorpropamide,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,The therapeutic efficacy of Chlorpropamide can be decreased when used in combina,mild
Pizotifen,Tranylcypromine,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,C1C(C1N)C2=CC=CC=C2,Pizotifen may increase the anticholinergic activities of Tranylcypromine.,dangerous
Vorinostat,Voglibose,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,The therapeutic efficacy of Voglibose can be decreased when used in combination ,mild
Cariprazine,Itraconazole,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,The metabolism of Itraconazole can be decreased when combined with Cariprazine.,moderate
Methohexital,Mannitol,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,C(C(C(C(C(CO)O)O)O)O)O,Methohexital may increase the hypotensive activities of Mannitol.,dangerous
Bromocriptine,Dimethyl sulfoxide,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,CS(=O)C,The risk or severity of adverse effects can be increased when Bromocriptine is c,dangerous
Astemizole,Quinidine,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,The metabolism of Quinidine can be decreased when combined with Astemizole.,moderate
Haloperidol,Bromazepam,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,The risk or severity of adverse effects can be increased when Haloperidol is com,dangerous
Minaprine,Fenoterol,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,The risk or severity of adverse effects can be increased when Minaprine is combi,dangerous
Pantoprazole,Midostaurin,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,The metabolism of Midostaurin can be decreased when combined with Pantoprazole.,moderate
Vinblastine,Atomoxetine,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,The metabolism of Atomoxetine can be decreased when combined with Vinblastine.,moderate
Acemetacin,Nitrendipine,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,The therapeutic efficacy of Nitrendipine can be decreased when used in combinati,mild
Spironolactone,Suprofen,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,Spironolactone may decrease the antihypertensive activities of Suprofen.,mild
Tolazamide,Stanozolol,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,Tolazamide may increase the hypoglycemic activities of Stanozolol.,dangerous
Citric acid,Clonixin,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,Citric acid may increase the anticoagulant activities of Clonixin.,dangerous
Nevirapine,Manidipine,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,The metabolism of Manidipine can be decreased when combined with Nevirapine.,moderate
Deferasirox,Fluorometholone,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,The serum concentration of Fluorometholone can be decreased when it is combined ,moderate
Tiotropium,Fosaprepitant,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F,The serum concentration of Fosaprepitant can be increased when it is combined wi,dangerous
Rabeprazole,Pamidronic acid,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,The therapeutic efficacy of Pamidronic acid can be decreased when used in combin,mild
Meclofenamic acid,Bimatoprost,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O,The therapeutic efficacy of Bimatoprost can be decreased when used in combinatio,mild
Mannitol,Duloxetine,C(C(C(C(C(CO)O)O)O)O)O,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,Mannitol may increase the orthostatic hypotensive activities of Duloxetine.,dangerous
Saquinavir,Diethylstilbestrol,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,The serum concentration of Diethylstilbestrol can be decreased when it is combin,moderate
Spirapril,Aminosalicylic acid,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3(CC2C(=O)O)SCCS3,C1=CC(=C(C=C1N)O)C(=O)O,Spirapril may decrease the antihypertensive activities of Aminosalicylic acid.,mild
Clonidine,Isoxsuprine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,The risk or severity of adverse effects can be increased when Clonidine is combi,dangerous
Timolol,Indinavir,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,The metabolism of Indinavir can be decreased when combined with Timolol.,moderate
Bupropion,Lovastatin,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,The metabolism of Lovastatin can be decreased when combined with Bupropion.,moderate
Metamfetamine,Chlorpheniramine,CC(CC1=CC=CC=C1)NC,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,Metamfetamine may decrease the sedative activities of Chlorpheniramine.,mild
Molindone,Doxepin,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,The risk or severity of adverse effects can be increased when Molindone is combi,dangerous
Boceprevir,Asunaprevir,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,CC(C)(C)C(C(=O)N1CC(CC1C(=O)NC2(CC2C=C)C(=O)NS(=O)(=O)C3CC3)OC4=NC=C(C5=C4C=C(C=C5)Cl)OC)NC(=O)OC(C)(C)C,The serum concentration of Asunaprevir can be decreased when it is combined with,moderate
Mitotane,Lomitapide,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,The serum concentration of Lomitapide can be decreased when it is combined with ,moderate
Labetalol,Epirizole,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,Labetalol may decrease the antihypertensive activities of Epirizole.,mild
